0,0,0,0,0,0,0
2.05807e-05,6.69591e-16,-6.50359e-14,7.82157e-16,-8.24933e-14,-7.8991e-16,1.7669e-05
6.11338e-05,1.32386e-15,-1.1511e-13,1.53923e-15,-1.54367e-13,-1.55756e-15,1.89993e-05
0.000121095,1.96632e-15,-1.4922e-13,2.27363e-15,-2.1417e-13,-2.30854e-15,4.04092e-05
0.000199865,2.59807e-15,-1.68727e-13,2.98527e-15,-2.63403e-13,-3.04584e-15,4.19138e-05
0.000296896,3.22253e-15,-1.72435e-13,3.6767e-15,-3.00377e-13,-3.77461e-15,6.64451e-05
0.0004116,3.84032e-15,-1.61929e-13,4.3475e-15,-3.26878e-13,-4.49709e-15,6.69781e-05
0.000543445,4.45485e-15,-1.35787e-13,5.00043e-15,-3.40933e-13,-5.21803e-15,9.41106e-05
0.000691852,5.06624e-15,-9.58556e-14,5.63471e-15,-3.44662e-13,-5.93891e-15,9.25264e-05
0.000856308,5.67793e-15,-4.04404e-14,6.25336e-15,-3.35753e-13,-6.66417e-15,0.000121847
0.00103624,6.28949e-15,2.83031e-14,6.85517e-15,-3.16715e-13,-7.39438e-15,0.00011699
0.00123116,6.90449e-15,1.12391e-13,7.4435e-15,-2.84839e-13,-8.13394e-15,0.0001482
0.00144051,7.52194e-15,2.09306e-13,8.01671e-15,-2.43088e-13,-8.88261e-15,0.000138895
0.00166381,8.14553e-15,3.21445e-13,8.57853e-15,-1.8828e-13,-9.64448e-15,0.00017182
0.0019005,8.77371e-15,4.45869e-13,9.12679e-15,-1.23911e-13,-1.04185e-14,0.000156854
0.00215014,9.4104e-15,5.85422e-13,9.6657e-15,-4.62424e-14,-1.12087e-14,0.000191459
0.00241219,1.00534e-14,7.36668e-13,1.01925e-14,4.06042e-14,-1.20133e-14,0.000169569
0.0026862,1.07069e-14,9.02982e-13,1.07119e-14,1.41029e-13,-1.28355e-14,0.00020597
0.00297165,1.13681e-14,1.08035e-12,1.12207e-14,2.50175e-13,-1.36742e-14,0.000175821
0.00326809,1.20428e-14,1.27197e-12,1.17318e-14,1.51371e-07,-1.45315e-14,0.000214275
0.00357468,1.27361e-14,1.46683e-12,1.23007e-14,1.78768e-06,-1.53956e-14,0.000174172
0.00389064,1.34572e-14,1.66593e-12,1.29578e-14,6.74155e-06,-1.62668e-14,0.000214749
0.00421548,1.41874e-14,1.8721e-12,1.36003e-14,1.4952e-05,-1.71537e-14,0.000163227
0.0045486,1.49422e-14,2.08447e-12,1.42986e-14,2.76052e-05,-1.80526e-14,0.000206589
0.00488964,1.57023e-14,2.30515e-12,1.4953e-14,4.40572e-05,-1.89722e-14,0.00014199
0.00523807,1.64871e-14,2.53244e-12,1.56578e-14,6.53617e-05,-1.99035e-14,0.000189001
0.00559361,1.72745e-14,2.76842e-12,1.63028e-14,9.05621e-05,-2.08537e-14,0.000109476
0.00595573,1.80885e-14,3.01085e-12,1.70042e-14,0.000120777,-2.18195e-14,0.000161252
0.00632421,1.89032e-14,3.26203e-12,1.76345e-14,0.000154816,-2.28044e-14,6.47322e-05
0.00669852,1.97461e-14,3.51928e-12,1.83309e-14,0.000193952,-2.37992e-14,0.000122692
0.00707847,2.05874e-14,3.78529e-12,1.89449e-14,0.000236764,-2.48124e-14,6.85368e-06
0.00746354,2.14593e-14,4.05687e-12,1.96382e-14,0.000284737,-2.58318e-14,7.27582e-05
0.00785356,2.23268e-14,4.3372e-12,2.02367e-14,0.000336196,-2.68684e-14,-6.50278e-05
0.008248,2.32276e-14,4.62257e-12,2.09301e-14,0.000392884,-2.7907e-14,1.09858e-05
0.00864675,2.41208e-14,4.9167e-12,2.15143e-14,0.000452836,-2.8961e-14,-0.000151744
0.00904926,2.50503e-14,5.21526e-12,2.22118e-14,0.000518099,-3.00126e-14,-6.29918e-05
